Title: * inversor cmos gf180mcud - ac (bode) - version ngspice
Date: Tue Sep  1 15:50:41  2026
Command: ngspice-47, Build Aug 11 2026   13:49:23
	-2.156949982663682e+00,1.593861383871951e-01
	-1.290481786270398e-07,-6.262026460379640e-06
	3.496996532494066e-04,1.703338424622997e-06
97		9.332543007969885e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.156420197036248e+00,1.630602818187506e-01
	-1.350981866020914e-07,-6.407448859069366e-06
	3.496988784589582e-04,1.743070469216138e-06
98		9.549925860214333e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.155865710949033e+00,1.668172779465203e-01
	-1.414302671287112e-07,-6.556227415067991e-06
	3.496980675450579e-04,1.783731983506883e-06
99		9.772372209558080e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.155285385904723e+00,1.706588638821923e-01
	-1.480574215648286e-07,-6.708438101879893e-06
	3.496972188426644e-04,1.825344899542693e-06
100		9.999999999999972e+07,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.154678032188514e+00,1.745868037037976e-01
	-1.549932361665490e-07,-6.864158508536426e-06
	3.496963306118225e-04,1.867931679972580e-06
101		1.023292992280751e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.154042406671431e+00,1.786028881514153e-01
	-1.622519070193729e-07,-7.023467866591083e-06
	3.496954010346413e-04,1.911515331754299e-06
102		1.047128548050897e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.153377210572924e+00,1.827089342599836e-01
	-1.698482659040899e-07,-7.186447077067875e-06
	3.496944282116323e-04,1.956119420309789e-06
103		1.071519305237603e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.152681087086144e+00,1.869067849085027e-01
	-1.777978071050753e-07,-7.353178737231543e-06
	3.496934101586205e-04,2.001768084056804e-06
104		1.096478196143182e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.151952618972343e+00,1.911983082971953e-01
	-1.861167151968691e-07,-7.523747167226020e-06
	3.496923448028357e-04,2.048486049433862e-06
105		1.122018454301960e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.151190326024742e+00,1.955853973302328e-01
	-1.948218938132798e-07,-7.698238436437063e-06
	3.496912299794431e-04,2.096298646342403e-06
106		1.148153621496879e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.150392662437640e+00,2.000699689029373e-01
	-2.039309954210219e-07,-7.876740389551443e-06
	3.496900634280282e-04,2.145231824055992e-06
107		1.174897554939526e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.149558014170170e+00,2.046539631031925e-01
	-2.134624521308207e-07,-8.059342672343021e-06
	3.496888427878715e-04,2.195312167712314e-06
108		1.202264434617409e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.148684696101497e+00,2.093393422831912e-01
	-2.234355075233570e-07,-8.246136756916638e-06
	3.496875655946022e-04,2.246566915196974e-06
109		1.230268770812378e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.147770949168490e+00,2.141280900277604e-01
	-2.338702495351256e-07,-8.437215966527465e-06
	3.496862292757679e-04,2.299023974636892e-06
110		1.258925411794163e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.146814937414168e+00,2.190222099988011e-01
	-2.447876444015027e-07,-8.632675499832046e-06
	3.496848311462255e-04,2.352711942454785e-06
111		1.288249551693130e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.145814744886311e+00,2.240237246346117e-01
	-2.562095716485722e-07,-8.832612454420784e-06
	3.496833684041292e-04,2.407660121935110e-06
112		1.318256738556403e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.144768372523389e+00,2.291346737218192e-01
	-2.681588601652843e-07,-9.037125849694888e-06
	3.496818381257477e-04,2.463898542481591e-06
113		1.348962882591649e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.143673734860632e+00,2.343571127964354e-01
	-2.806593253165467e-07,-9.246316648809227e-06
	3.496802372612666e-04,2.521457979395556e-06
114		1.380384264602880e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.142528656720741e+00,2.396931113968747e-01
	-2.937358071280404e-07,-9.460287779767053e-06
	3.496785626294637e-04,2.580369974393014e-06
115		1.412537544622749e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.141330869739984e+00,2.451447511264926e-01
	-3.074142094945887e-07,-9.679144155388567e-06
	3.496768109131983e-04,2.640666856703926e-06
116		1.445439770745922e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.140078008911091e+00,2.507141235531667e-01
	-3.217215404416682e-07,-9.902992692259319e-06
	3.496749786533912e-04,2.702381765007673e-06
117		1.479108388168202e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.138767608888921e+00,2.564033278767808e-01
	-3.366859533461937e-07,-1.013194232822740e-05
	3.496730622448147e-04,2.765548669901559e-06
118		1.513561248436203e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.137397100354176e+00,2.622144684173826e-01
	-3.523367891667746e-07,-1.036610403868893e-05
	3.496710579299060e-04,2.830202397312222e-06
119		1.548816618912476e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.135963806219129e+00,2.681496518614616e-01
	-3.687046195838226e-07,-1.060559085126125e-05
	3.496689617934511e-04,2.896378652594086e-06
120		1.584893192461108e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.134464937766048e+00,2.742109842714581e-01
	-3.858212910253428e-07,-1.085051785881422e-05
	3.496667697570274e-04,2.964114045456950e-06
121		1.621810097358924e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.132897590713358e+00,2.804005678416921e-01
	-4.037199695186754e-07,-1.110100223070560e-05
	3.496644775733380e-04,3.033446115741965e-06
122		1.659586907437554e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.131258741241626e+00,2.867204973925339e-01
	-4.224351863110342e-07,-1.135716322211134e-05
	3.496620808201075e-04,3.104413360120380e-06
123		1.698243652461738e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.129545241923804e+00,2.931728565710320e-01
	-4.420028841574185e-07,-1.161912218120852e-05
	3.496595748943594e-04,3.177055259656206e-06
124		1.737800828749368e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.127753817633495e+00,2.997597137585210e-01
	-4.624604642083017e-07,-1.188700255414382e-05
	3.496569550062350e-04,3.251412308367032e-06
125		1.778279410038916e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.125881061371688e+00,3.064831176498079e-01
	-4.838468333646116e-07,-1.216092988752007e-05
	3.496542161732631e-04,3.327526042711730e-06
126		1.819700858609976e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.123923430113993e+00,3.133450925116003e-01
	-5.062024520177449e-07,-1.244103182836740e-05
	3.496513532138954e-04,3.405439072189958e-06
127		1.862087136662860e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.121877240608490e+00,3.203476330799995e-01
	-5.295693820051996e-07,-1.272743812130042e-05
	3.496483607414014e-04,3.485195110962482e-06
128		1.905460717963239e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.119738665154379e+00,3.274926990823562e-01
	-5.539913346321767e-07,-1.302028060270099e-05
	3.496452331579223e-04,3.566839010553692e-06
129		1.949844599758037e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.117503727408973e+00,3.347822093742360e-01
	-5.795137186016237e-07,-1.331969319179391e-05
	3.496419646482815e-04,3.650416793733377e-06
130		1.995262314968871e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.115168298223572e+00,3.422180356679618e-01
	-6.061836876529558e-07,-1.362581187840319e-05
	3.496385491737888e-04,3.735975689593967e-06
131		2.041737944669521e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.112728091533399e+00,3.498019958355638e-01
	-6.340501876983430e-07,-1.393877470721061e-05
	3.496349804659829e-04,3.823564169878920e-06
132		2.089296130854031e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.110178660246008e+00,3.575358467409512e-01
	-6.631640031709165e-07,-1.425872175818546e-05
	3.496312520213638e-04,3.913231986454199e-06
133		2.137962089502223e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.107515392314556e+00,3.654212766347933e-01
	-6.935778024145870e-07,-1.458579512328323e-05
	3.496273570949758e-04,4.005030210279873e-06
134		2.187761623949543e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.104733506867607e+00,3.734598970429143e-01
	-7.253461817367598e-07,-1.492013887895255e-05
	3.496232886949241e-04,4.099011271633067e-06
135		2.238721138568330e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.101828050500465e+00,3.816532341536105e-01
	-7.585257078472144e-07,-1.526189905439817e-05
	3.496190395768442e-04,4.195229001772430e-06
136		2.290867652767763e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.098793893689404e+00,3.900027196598796e-01
	-7.931749582832731e-07,-1.561122359528242e-05
	3.496146022393037e-04,4.293738675939394e-06
137		2.344228815319912e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.095625727528975e+00,3.985096810990144e-01
	-8.293545595585848e-07,-1.596826232301972e-05
	3.496099689179330e-04,4.394597058101666e-06
138		2.398832919019479e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.092318060577425e+00,4.071753315799636e-01
	-8.671272224364029e-07,-1.633316688900116e-05
	3.496051315817386e-04,4.497862446935213e-06
139		2.454708915685019e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.088865216060827e+00,4.160007589581868e-01
	-9.065577740241471e-07,-1.670609072400956e-05
	3.496000819288089e-04,4.603594723540359e-06
140		2.511886431509568e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.085261329427386e+00,4.249869144261372e-01
	-9.477131861710481e-07,-1.708718898259736e-05
	3.495948113821598e-04,4.711855400835482e-06
141		2.570395782768852e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.081500346178407e+00,4.341346004561761e-01
	-9.906625995307102e-07,-1.747661848204294e-05
	3.495893110874347e-04,4.822707674370780e-06
142		2.630267991895370e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.077576020211378e+00,4.434444581578995e-01
	-1.035477342877371e-06,-1.787453763618663e-05
	3.495835719099954e-04,4.936216475040649e-06
143		2.691534803926903e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.073481912622888e+00,4.529169539992227e-01
	-1.082230946979412e-06,-1.828110638385520e-05
	3.495775844329195e-04,5.052448523483668e-06
144		2.754228703338153e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.069211390984249e+00,4.625523658625237e-01
	-1.130999152321314e-06,-1.869648611172107e-05
	3.495713389566213e-04,5.171472386068652e-06
145		2.818382931264440e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.064757629293492e+00,4.723507684939884e-01
	-1.181859910121429e-06,-1.912083957192505e-05
	3.495648254982014e-04,5.293358532867427e-06
146		2.884031503126592e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.060113608517310e+00,4.823120182790024e-01
	-1.234893375747343e-06,-1.955433079414491e-05
	3.495580337927282e-04,5.418179397233174e-06
147		2.951209226666371e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.055272117941656e+00,4.924357374155526e-01
	-1.290181893910084e-06,-1.999712499255857e-05
	3.495509532944514e-04,5.546009437414624e-06
148		3.019951720402001e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.050225757204606e+00,5.027212973993016e-01
	-1.347809974570547e-06,-2.044938846733965e-05
	3.495435731808585e-04,5.676925199641289e-06
149		3.090295432513575e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.044966939353920e+00,5.131678019618148e-01
	-1.407864259014088e-06,-2.091128850156213e-05
	3.495358823559249e-04,5.811005383463600e-06
150		3.162277660168363e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.039487894714930e+00,5.237740693365449e-01
	-1.470433474806046e-06,-2.138299325301582e-05
	3.495278694568482e-04,5.948330908461100e-06
151		3.235936569296266e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.033780675901679e+00,5.345386140013115e-01
	-1.535608378998600e-06,-2.186467164192287e-05
	3.495195228608440e-04,6.088984983058078e-06
152		3.311311214825894e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.027837163919772e+00,5.454596278614490e-01
	-1.603481688423078e-06,-2.235649323461577e-05
	3.495108306940891e-04,6.233053175005401e-06
153		3.388441561392008e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.021649075488536e+00,5.565349609324952e-01
	-1.674147996095985e-06,-2.285862812378583e-05
	3.495017808424016e-04,6.380623483607403e-06
154		3.467368504525298e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.015207971660272e+00,5.677621015629662e-01
	-1.747703672666893e-06,-2.337124680586892e-05
	3.494923609639980e-04,6.531786413595932e-06
155		3.548133892335736e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.008505267847405e+00,5.791381562643231e-01
	-1.824246751864859e-06,-2.389452005633212e-05
	3.494825585042141e-04,6.686635050648310e-06
156		3.630780547700995e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-2.001532245371025e+00,5.906598292282278e-01
	-1.903876798900506e-06,-2.442861880375404e-05
	3.494723607120459e-04,6.845265138552194e-06
157		3.715352290971706e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.994280064554890e+00,6.023234015663956e-01
	-1.986694760599156e-06,-2.497371400343031e-05
	3.494617546597147e-04,7.007775157656742e-06
158		3.801893963205592e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.986739779548084e+00,6.141247104159520e-01
	-2.072802796342739e-06,-2.552997651186306e-05
	3.494507272640822e-04,7.174266404835696e-06
159		3.890451449942786e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.978902354909607e+00,6.260591279760661e-01
	-2.162304088636396e-06,-2.609757696317325e-05
	3.494392653109574e-04,7.344843074611526e-06
160		3.981071705534952e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.970758684073568e+00,6.381215406075536e-01
	-2.255302632308705e-06,-2.667668564889559e-05
	3.494273554820179e-04,7.519612341404935e-06
161		4.073802778041106e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.962299609751626e+00,6.503063281023138e-01
	-2.351903001268257e-06,-2.726747240257623e-05
	3.494149843849597e-04,7.698684442611824e-06
162		4.168693834703332e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.953515946420193e+00,6.626073433097902e-01
	-2.452210092028541e-06,-2.787010649108849e-05
	3.494021385859870e-04,7.882172762615815e-06
163		4.265795188015904e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.944398504883218e+00,6.750178922176698e-01
	-2.556328842923283e-06,-2.848475651422162e-05
	3.493888046460850e-04,8.070193917154836e-06
164		4.365158322401636e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.934938119072550e+00,6.875307147258392e-01
	-2.664363928481485e-06,-2.911159031490466e-05
	3.493749691596872e-04,8.262867838258516e-06
165		4.466835921509607e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.925125675011812e+00,7.001379662003497e-01
	-2.776419427931616e-06,-2.975077490176626e-05
	3.493606187979423e-04,8.460317858867819e-06
166		4.570881896148725e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.914952142188597e+00,7.128312001615921e-01
	-2.892598467896707e-06,-3.040247638715081e-05
	3.493457403534151e-04,8.662670797877617e-06
167		4.677351412871956e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.904408607115579e+00,7.256013521253135e-01
	-3.013002838162770e-06,-3.106685994215474e-05
	3.493303207903683e-04,8.870057044028267e-06
168		4.786300923226357e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.893486309355734e+00,7.384387250339084e-01
	-3.137732581163593e-06,-3.174408977239369e-05
	3.493143472963601e-04,9.082610639714856e-06
169		4.897788193684435e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.882176679777314e+00,7.513329763318330e-01
	-3.266885554471258e-06,-3.243432911642729e-05
	3.492978073389894e-04,9.300469363142857e-06
170		5.011872336272695e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.870471381181351e+00,7.642731070789962e-01
	-3.400556967134517e-06,-3.313774027050351e-05
	3.492806887249520e-04,9.523774809414470e-06
171		5.128613839913620e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.858362351168691e+00,7.772474532972465e-01
	-3.538838890130920e-06,-3.385448464239327e-05
	3.492629796627532e-04,9.752672469723040e-06
172		5.248074602497696e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.845841847191815e+00,7.902436798401682e-01
	-3.681819741838610e-06,-3.458472283761045e-05
	3.492446688286562e-04,9.987311808389793e-06
173		5.370317963702496e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.832902493695478e+00,8.032487770743173e-01
	-3.829583749725470e-06,-3.532861478134784e-05
	3.492257454355962e-04,1.022784633740995e-05
174		5.495408738576213e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.819537331204599e+00,8.162490606500521e-01
	-3.982210389736981e-06,-3.608631987944663e-05
	3.492061993050211e-04,1.047443368806930e-05
175		5.623413251903458e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.805739867217504e+00,8.292301746756996e-01
	-4.139773805399891e-06,-3.685799722189097e-05
	3.491860209409641e-04,1.072723567942937e-05
176		5.754399373371536e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.791504128633113e+00,8.421770985042638e-01
	-4.302342208552479e-06,-3.764380583183930e-05
	3.491652016074139e-04,1.098641838275555e-05
177		5.888436553555855e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.776824715588756e+00,8.550741575355405e-01
	-4.469977264995374e-06,-3.844390496404176e-05
	3.491437334064792e-04,1.125215218237735e-05
178		6.025595860743542e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.761696856336471e+00,8.679050382003635e-01
	-4.642733467688589e-06,-3.925845445536138e-05
	3.491216093588048e-04,1.152461183188836e-05
179		6.165950018614784e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.746116462898094e+00,8.806528074420875e-01
	-4.820657501349865e-06,-4.008761513069011e-05
	3.490988234847633e-04,1.180397650576273e-05
180		6.309573444801894e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.730080187096278e+00,8.932999368695166e-01
	-5.003787602126002e-06,-4.093154926680205e-05
	3.490753708869787e-04,1.209042984561429e-05
181		6.456542290346516e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.713585476662542e+00,9.058283319100907e-01
	-5.192152917409438e-06,-4.179042111717505e-05
	3.490512478316975e-04,1.238416000167573e-05
182		6.606934480075920e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.696630630891151e+00,9.182193660170013e-01
	-5.385772869982375e-06,-4.266439749942756e-05
	3.490264518305566e-04,1.268535966831478e-05
183		6.760829753919777e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.679214855440793e+00,9.304539201605496e-01
	-5.584656532218481e-06,-4.355364844752295e-05
	3.490009817207025e-04,1.299422611401362e-05
184		6.918309709189323e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.661338315778507e+00,9.425124277052517e-01
	-5.788802016003818e-06,-4.445834793004212e-05
	3.489748377426599e-04,1.331096120566658e-05
185		7.079457843841336e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.643002188691618e+00,9.543749246611009e-01
	-5.998195883963669e-06,-4.537867463504500e-05
	3.489480216163105e-04,1.363577142659015e-05
186		7.244359600749856e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.624208711410278e+00,9.660211054666692e-01
	-6.212812589223067e-06,-4.631481282231312e-05
	3.489205366118369e-04,1.396886788944476e-05
187		7.413102413009130e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.604961227641420e+00,9.774303840605200e-01
	-6.432613949082251e-06,-4.726695324177144e-05
	3.488923876178228e-04,1.431046634266793e-05
188		7.585775750291791e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.585264230036281e+00,9.885819603083810e-01
	-6.657548660446091e-06,-4.823529411762433e-05
	3.488635812028722e-04,1.466078717203873e-05
189		7.762471166286869e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.565123398414598e+00,9.994548914790420e-01
	-6.887551863033959e-06,-4.922004219580433e-05
	3.488341256718562e-04,1.502005539665983e-05
190		7.943282347242765e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.544545633205948e+00,1.010028168627628e+00
	-7.122544757907302e-06,-5.022141385241207e-05
	3.488040311143060e-04,1.538850066064136e-05
191		8.128305161640941e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.523539083445724e+00,1.020280797427489e+00
	-7.362434287130217e-06,-5.123963625913060e-05
	3.487733094461362e-04,1.576635721985817e-05
192		8.317637711026657e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.502113168844261e+00,1.030191883241910e+00
	-7.607112882396312e-06,-5.227494860187323e-05
	3.487419744411206e-04,1.615386392597475e-05
193		8.511380382023710e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
	-1.480278595295706e+00,1.039740719794420e+00
	-7.856458287690802e-06,-5.332760334684940e-05
	3.487100417538579e-04,1.655126420703422e-05
194		8.709635899560751e+08,1.099168575495125e-311
	0.000000000000000e+00,0.000000000000000e+00
	1.000000000000000e+00,0.000000000000000e+00
